Symbol,logFC,p_value
LSM7,0.135831574,0.0001326
SPPL2B,0.626537323,0.828781746
TIMM13,0.472382238,7.99E-24
LMNB2,0.104298904,0.999988109
LINC01775,-2.84E-12,0.999988109
GADD45B,-0.29162755,9.96E-06
GNG7,-2.715364363,0.238302892
AC092068.1,-2.84E-12,0.999988109
DIRAS1,16.90231111,0.999988109
AC006538.2,-2.84E-12,0.999988109
SLC39A3,-0.39797993,0.028060425
SGTA,0.347228444,0.025925559
THOP1,0.659012294,0.000516319
ZNF554,1.070813205,0.999988109
ZNF555,0.154022781,0.999988109
AC006130.1,-2.84E-12,0.999988109
ZNF556,15.862814,0.999988109
ZNF57,0.388781872,0.956984409
ZNF77,-0.523077298,0.480446557
TLE6,-2.84E-12,0.999988109
TLE2,-0.983348687,0.953369951
AC005944.1,-0.804460611,0.999988109
AES,-0.24312726,0.355475406
GNA11,-0.51687901,0.999988109
AC005262.2,-2.84E-12,0.999988109
KF456478.1,15.86281409,0.999988109
GNA15,0.242649569,0.928201033
AC005264.1,0.046955667,0.999988109
S1PR4,-0.383683917,0.999988109
NCLN,0.258132219,0.059465842
CELF5,-2.84E-12,0.999988109
AC010649.1,-2.84E-12,0.999988109
NFIC,-0.274151902,0.639987572
SMIM24,#NAME?,0.255929558
AC005551.1,-2.84E-12,0.999988109
DOHH,0.394089242,0.002317589
FZR1,0.117557728,0.999988109
MFSD12,-0.089712758,0.999988109
C19orf71,4.207336106,0.999988109
AC005786.2,15.86281605,0.999988109
HMG20B,0.307442094,0.648137422
GIPC3,4.257359927,0.999988109
CACTIN-AS1,-4.888609173,0.618221471
CACTIN,0.145180854,0.999988109
PIP5K1C,0.387017047,0.999988109
AC004637.1,-2.84E-12,0.999988109
TJP3,-1.458907843,0.850588753
APBA3,0.294878244,0.597276699
AC005954.2,-2.84E-12,0.999988109
MRPL54,-0.328364056,7.38E-07
RAX2,16.90231106,0.999988109
MATK,-0.547426952,9.55E-05
ZFR2,-1.85870862,0.03626006
ATCAY,-2.84E-12,0.999988109
NMRK2,-2.84E-12,0.999988109
DAPK3,0.339050843,0.770918902
EEF2,0.019364539,0.999988109
PIAS4,0.220310702,0.999988109
ZBTB7A,-0.2090686,0.623732812
MAP2K2,-0.108078978,0.999988109
CREB3L3,-2.84E-12,0.999988109
SIRT6,0.400043453,0.341364505
ANKRD24,16.26352732,0.999988109
YJU2,0.106768533,0.999988109
SHD,-2.84E-12,0.999988109
STAP2,-0.178577014,0.999988109
AC104521.1,15.86281083,0.999988109
MPND,2.015165127,0.537279853
AC007292.3,4.257360301,0.999988109
SH3GL1,0.107501687,0.999988109
CHAF1A,0.208847734,0.999988109
AC011498.3,-2.84E-12,0.999988109
UBXN6,0.376831956,0.504482309
AC011498.2,-2.84E-12,0.999988109
AC011498.6,-2.84E-12,0.999988109
AC011498.1,0.047964534,0.999988109
HDGFL2,-0.218434581,0.999988109
PLIN4,-2.84E-12,0.999988109
AC011498.4,-2.84E-12,0.999988109
LRG1,-2.84E-12,0.999988109
SEMA6B,-2.84E-12,0.999988109
TNFAIP8L1,0.232351462,0.999988109
MYDGF,-0.057425918,0.915618869
AC005339.1,16.58262037,0.999988109
DPP9,0.034367285,0.999988109
MIR7-3HG,-2.84E-12,0.999988109
AC005523.1,15.86284639,0.999988109
FEM1A,-0.074881521,0.999988109
AC005523.2,-0.152442068,0.999988109
TICAM1,-0.062392325,0.999988109
AC027319.1,15.86281987,0.999988109
PLIN3,-0.154602402,0.999988109
UHRF1,16.49549178,0.999988109
KDM4B,0.916718684,0.184578553
AC022517.1,-2.84E-12,0.999988109
AC005790.1,-2.84E-12,0.999988109
ZNRF4,-2.84E-12,0.999988109
TINCR,-0.552968103,0.999988109
SAFB2,0.088064374,0.999988109
SAFB,0.366488912,0.000914364
RPL36,0.050038695,0.005029428
C19orf70,-0.040029388,0.999988109
HSD11B1L,-0.858776075,0.999988109
LONP1,-0.260747989,0.122885373
CATSPERD,#NAME?,0.201785062
PRR22,-0.253383611,0.999988109
AC011499.1,#NAME?,0.201785062
DUS3L,0.11291975,0.999988109
FUT6,-2.84E-12,0.999988109
FUT3,-2.84E-12,0.999988109
AC024592.2,-2.84E-12,0.999988109
FUT5,-2.84E-12,0.999988109
AC024592.3,-0.355427692,0.999988109
NDUFA11,-0.087441352,0.301631259
AC104532.1,-2.84E-12,0.999988109
VMAC,0.246912038,0.999988109
CAPS,-1.372828377,0.999988109
RANBP3,0.020036169,0.999988109
AC011444.1,15.86284627,0.999988109
RFX2,-0.077092489,0.999988109
AC011444.2,-2.84E-12,0.999988109
AC011444.3,16.90231116,0.999988109
ACSBG2,-2.84E-12,0.999988109
MLLT1,-0.01727736,0.999988109
CLPP,0.376129702,2.45E-05
ALKBH7,0.083321914,0.999988109
PSPN,-0.374560666,0.999988109
GTF2F1,-0.103520719,0.999988109
KHSRP,0.092719241,0.999988109
SLC25A41,#NAME?,0.208372552
CRB3,-0.905006872,0.999988109
DENND1C,-0.200977704,0.999988109
AC010503.1,-2.84E-12,0.999988109
AC010503.2,-2.84E-12,0.999988109
TNFSF9,-2.187838034,1.45E-134
CD70,0.107020674,0.999988109
TNFSF14,-0.332290456,5.06E-19
C3,-0.661798497,0.999988109
GPR108,0.021441507,0.999988109
TRIP10,0.303930717,0.490991399
AC008760.1,15.86280554,0.999988109
SH2D3A,-0.321301629,0.789363698
VAV1,0.09931767,0.999988109
ADGRE1,1.157942503,0.539310009
AC025278.1,-2.84E-12,0.999988109
MBD3L2B,-2.84E-12,0.999988109
MBD3L5,-2.84E-12,0.999988109
MBD3L4,-2.84E-12,0.999988109
MBD3L2,-2.84E-12,0.999988109
MBD3L3,-2.84E-12,0.999988109
ZNF557,-0.12724961,0.999988109
INSR,-3.760641279,0.705679354
AC119396.1,-1.752538176,0.651241603
AC008878.3,-2.84E-12,0.999988109
AC119396.2,-2.84E-12,0.999988109
ARHGEF18,0.24590367,0.999988109
TEX45,-2.84E-12,0.999988109
AC008878.1,-2.84E-12,0.999988109
ZNF358,-1.698340648,0.766504576
AC008878.4,-2.84E-12,0.999988109
MCOLN1,-0.032280377,0.999988109
AC008878.2,-2.84E-12,0.999988109
PNPLA6,0.097366747,0.999988109
CAMSAP3,16.26352732,0.999988109
XAB2,-0.103279477,0.999988109
PET100,0.451374919,3.16E-11
PCP2,-2.84E-12,0.999988109
AC008763.1,15.86281374,0.999988109
STXBP2,-0.133996844,0.999988109
RETN,-2.84E-12,0.999988109
AC008763.3,-2.84E-12,0.999988109
TRAPPC5,-0.12197079,0.999988109
FCER2,-2.84E-12,0.999988109
CLEC4G,-2.84E-12,0.999988109
CD209,-2.84E-12,0.999988109
CLEC4M,-2.84E-12,0.999988109
PRR36,15.86282447,0.999988109
AC010336.3,-2.84E-12,0.999988109
LRRC8E,-2.84E-12,0.999988109
AC010336.1,-1.07287991,0.852222335
MAP2K7,0.14713371,0.999988109
TGFBR3L,1.097347414,0.999988109
AC010336.2,-2.84E-12,0.999988109
SNAPC2,-0.026363348,0.999988109
CTXN1,0.072715664,0.999988109
TIMM44,0.148290195,0.693578696
ELAVL1,0.340043184,0.000423691
AC010336.6,15.86281404,0.999988109
CCL25,-2.84E-12,0.999988109
FBN3,-2.84E-12,0.999988109
CERS4,0.052044754,0.999988109
AC022146.2,-2.84E-12,0.999988109
CD320,-0.00467268,0.999988109
AC010323.1,-2.84E-12,0.999988109
NDUFA7,-0.731172107,0.001825802
RPS28,-0.158966789,1.10E-37
KANK3,-1.036677493,0.897034738
ANGPTL4,-1.468052091,0.598904585
RAB11B-AS1,-1.0346381,0.999988109
RAB11B,0.138722367,0.999988109
2-Mar,-0.708507396,0.999988109
AC136469.1,-2.84E-12,0.999988109
HNRNPM,0.074624169,0.631300209
PRAM1,-2.84E-12,0.999988109
ZNF414,0.221565741,0.999988109
MYO1F,-1.761242377,0.929186798
AC092316.1,-2.84E-12,0.999988109
ADAMTS10,-1.212113961,0.999988109
AC130469.1,-2.84E-12,0.999988109
LINC01862,-2.84E-12,0.999988109
ACTL9,-2.84E-12,0.999988109
OR2Z1,-2.84E-12,0.999988109
ZNF558,-0.165024326,0.999988109
AC008734.1,-2.84E-12,0.999988109
MBD3L1,-0.84956535,0.999988109
MUC16,-2.84E-12,0.999988109
OR1M1,-2.84E-12,0.999988109
OR7G2,-2.84E-12,0.999988109
OR7G1,-2.84E-12,0.999988109
OR7G3,-2.84E-12,0.999988109
ZNF317,-0.188414791,0.999988109
OR7D4,-2.84E-12,0.999988109
OR7E24,-2.84E-12,0.999988109
AC011451.1,-2.84E-12,0.999988109
ZNF699,0.418566691,0.999988109
ZNF559,-1.009343969,0.248887362
ZNF559-ZNF177,15.86284059,0.999988109
ZNF177,-2.84E-12,0.999988109
ZNF266,0.320550298,0.999988109
ZNF560,-2.84E-12,0.999988109
AC008567.2,-2.84E-12,0.999988109
ZNF426,-0.132303633,0.999988109
ZNF426-DT,15.86281387,0.999988109
ZNF121,0.226543836,0.423514007
ZNF561,0.764252176,0.152613553
ZNF562,-0.259682525,0.840182058
AC008759.3,-2.84E-12,0.999988109
AC008759.2,-2.84E-12,0.999988109
ZNF846,-0.046996802,0.999988109
AC008752.1,-2.84E-12,0.999988109
FBXL12,-0.132442397,0.999988109
UBL5,-0.026744792,0.999988109
AC008752.2,15.86284867,0.999988109
PIN1,0.507039218,0.000201958
OLFM2,-0.989943654,0.999988109
COL5A3,-4.207141564,6.66E-09
AC008742.1,-2.84E-12,0.999988109
RDH8,-3.773618798,0.257166594
C19orf66,-0.184688474,0.611552414
AC020931.1,-1.667099893,0.999988109
ANGPTL6,-0.303135616,0.999988109
PPAN-P2RY11,-1.684763949,0.128144074
PPAN,-0.441798056,3.64E-05
P2RY11,-0.476816266,0.387605779
EIF3G,0.020758848,0.999988109
DNMT1,-0.103799214,0.999988109
S1PR2,-0.251962566,0.925520298
MRPL4,0.2259235,5.02E-05
AC011511.2,-0.802850991,0.999988109
ICAM1,0.171356589,0.999988109
AC011511.5,16.58259634,0.999988109
ICAM4,0.791344276,0.999988109
ICAM5,2.213400917,0.443437422
ZGLP1,1.083427866,0.999988109
FDX2,-0.083568839,0.999988109
AC011511.4,-2.84E-12,0.999988109
RAVER1,-0.175327695,0.999988109
AC114271.1,-0.262990022,0.999988109
ICAM3,0.522501889,0.006170544
TYK2,0.192196801,0.999988109
CDC37,0.140619556,0.0020864
PDE4A,0.043331804,0.999988109
KEAP1,0.131069222,0.999988109
ATG4D,0.080347311,0.999988109
KRI1,-0.068520005,0.999988109
CDKN2D,-0.532608112,0.000522515
AP1M2,-2.84E-12,0.999988109
SLC44A2,0.422616056,0.766504576
ILF3-DT,-0.511338211,0.135475014
ILF3,0.073307961,0.762113497
QTRT1,0.317286581,0.016314581
DNM2,-0.042986241,0.999988109
TMED1,-0.05988228,0.999988109
C19orf38,-8.313052454,0.293508612
CARM1,0.478252141,0.007605723
YIPF2,-0.163434068,0.999988109
TIMM29,-0.212678552,0.999988109
SMARCA4,-0.179179892,0.208372552
AC011442.1,-2.84E-12,0.999988109
LDLR,-0.494000204,0.021083873
SPC24,-2.84E-12,0.999988109
KANK2,-2.84E-12,0.999988109
AC011472.1,-2.84E-12,0.999988109
AC011472.4,-2.84E-12,0.999988109
ANGPTL8,-2.84E-12,0.999988109
TSPAN16,-2.84E-12,0.999988109
TMEM205,0.199862705,0.934678968
CCDC159,0.099208344,0.999988109
PLPPR2,-0.032581395,0.999988109
AC024575.1,-2.746613836,0.480446557
SWSAP1,-0.440186287,0.228304962
EPOR,-0.856144525,0.610003596
RGL3,-2.84E-12,0.999988109
CCDC151,-2.84E-12,0.999988109
PRKCSH,0.280449827,0.589705711
ELAVL3,15.86283649,0.999988109
AC008481.3,-2.84E-12,0.999988109
ZNF653,-0.259543079,0.999988109
ECSIT,-0.083930275,0.999988109
CNN1,-2.84E-12,0.999988109
ELOF1,0.072362568,0.999988109
ZNF627,-0.113396816,0.999988109
AC008543.1,-2.84E-12,0.999988109
ZNF441,#NAME?,0.201785062
AC008543.5,-2.84E-12,0.999988109
ZNF491,15.86281403,0.999988109
AC008543.4,-2.84E-12,0.999988109
ZNF439,16.5826172,0.999988109
ZNF69,1.122994256,0.999988109
ZNF700,-0.696672352,0.999988109
AC008770.2,4.257357688,0.999988109
ZNF763,-2.179085568,0.999988109
ZNF433,-1.113572552,0.999988109
AC008770.1,-2.84E-12,0.999988109
ZNF878,4.257359659,0.999988109
ZNF844,0.5395251,0.999988109
ZNF20,-0.472557836,0.999988109
ZNF625-ZNF20,-2.84E-12,0.999988109
ZNF625,-2.84E-12,0.999988109
ZNF136,-0.383650182,0.880128844
ZNF44,0.321723782,0.999988109
ZNF563,-2.781367356,0.010955216
ZNF442,-2.84E-12,0.999988109
AC008758.4,-2.84E-12,0.999988109
ZNF799,-0.628259535,0.999988109
AC008758.5,-2.84E-12,0.999988109
ZNF443,-3.132059963,0.000394328
AC008758.6,15.86281881,0.999988109
AC008758.2,-2.84E-12,0.999988109
ZNF709,16.58263624,0.999988109
AC008758.1,-2.84E-12,0.999988109
ZNF564,0.116668359,0.999988109
AC010422.6,15.86283088,0.999988109
AC010422.1,16.90231087,0.999988109
ZNF490,0.11016724,0.999988109
ZNF791,0.686098606,0.188377889
MAN2B1,1.09065686,0.017966058
AC010422.5,-2.84E-12,0.999988109
WDR83,0.212852379,0.999988109
WDR83OS,0.190181077,0.001828449
DHPS,0.220645827,0.127319545
GNG14,-2.84E-12,0.999988109
FBXW9,0.971198887,0.096726149
AC018761.4,-2.84E-12,0.999988109
TNPO2,0.218161224,0.519468167
AC018761.1,-2.84E-12,0.999988109
TRIR,-0.072690961,0.431829256
ASNA1,0.205025166,0.209097805
BEST2,-2.84E-12,0.999988109
HOOK2,-0.79092045,0.015204486
AC018761.3,-2.84E-12,0.999988109
JUNB,0.414756614,1.18E-12
PRDX2,-0.04688595,0.999988109
THSD8,-2.84E-12,0.999988109
RNASEH2A,-0.237826919,0.999988109
RTBDN,-2.84E-12,0.999988109
AC020934.1,-2.84E-12,0.999988109
MAST1,-2.84E-12,0.999988109
DNASE2,-0.071444902,0.999988109
AC020934.2,-2.84E-12,0.999988109
KLF1,-0.308590562,0.999988109
GCDH,0.382406374,0.181596664
SYCE2,4.257365033,0.999988109
FARSA,0.185702918,0.007196496
CALR,0.050884449,0.820955973
AC092069.1,-1.546836594,0.593991096
RAD23A,0.0431049,0.999988109
GADD45GIP1,0.030916036,0.999988109
DAND5,-2.84E-12,0.999988109
NFIX,0.811080571,0.042861427
AC138474.1,-2.84E-12,0.999988109
AC007787.1,-2.84E-12,0.999988109
LYL1,0.252755843,0.999988109
TRMT1,0.046624103,0.999988109
NACC1,0.170921594,0.833025116
STX10,0.195595225,0.942325879
IER2,0.156980282,0.319825614
AC011446.2,0.508943932,0.999988109
CACNA1A,-0.545731583,0.999988109
CCDC130,0.261329828,0.544479576
MRI1,1.229782375,0.029603591
AC008686.1,-2.84E-12,0.999988109
C19orf53,0.058245749,0.663669775
ZSWIM4,-1.033678723,0.999988109
AC020916.2,-2.84E-12,0.999988109
AC020916.1,-0.951238474,0.032044796
NANOS3,-1.435478616,0.999988109
CC2D1A,-0.054401247,0.999988109
DCAF15,-0.305422286,0.999988109
RFX1,-0.088328716,0.999988109
AC022098.4,15.96500162,0.999988109
RLN3,-2.84E-12,0.999988109
AC022098.2,#NAME?,0.116161243
IL27RA,-0.415796864,0.001173211
PALM3,-2.84E-12,0.999988109
C19orf67,-2.84E-12,0.999988109
SAMD1,0.200718684,0.999988109
PRKACA,0.264495965,0.999988109
AC022098.3,-2.84E-12,0.999988109
ASF1B,-0.792704128,0.999988109
AC022098.1,1.150388998,0.152562075
ADGRL1,-0.371055328,0.657192319
AC011509.2,-2.84E-12,0.999988109
AC011509.1,-2.84E-12,0.999988109
LINC01841,#NAME?,0.074568714
LINC01842,-2.84E-12,0.999988109
ADGRE5,0.072150726,0.908843669
DDX39A,-0.238904941,1.70E-06
PKN1,0.310898193,0.430930836
PTGER1,16.58265053,0.999988109
GIPC1,-0.600991711,0.679428253
DNAJB1,-0.16631895,0.752149465
TECR,0.488784658,0.020431436
NDUFB7,0.147028544,0.239248118
ADGRE3,#NAME?,0.208372552
ZNF333,-0.121314166,0.999988109
ADGRE2,-2.211472859,0.020119788
OR7A5,-2.84E-12,0.999988109
OR7A10,-2.84E-12,0.999988109
OR7A17,-2.84E-12,0.999988109
OR7C2,-2.84E-12,0.999988109
SLC1A6,-2.84E-12,0.999988109
CCDC105,-2.84E-12,0.999988109
CASP14,-2.84E-12,0.999988109
OR1I1,-2.84E-12,0.999988109
SYDE1,-2.84E-12,0.999988109
ILVBL,0.320469309,0.175100802
AC003956.1,-3.469116421,0.11948364
AC004257.1,-2.84E-12,0.999988109
EPHX3,4.207333275,0.999988109
BRD4,-0.11858639,0.867839436
AKAP8,0.149293086,0.999988109
AKAP8L,-0.512749628,0.058777824
WIZ,-0.104766332,0.999988109
RASAL3,0.035316506,0.999988109
PGLYRP2,0.323763179,0.999988109
CYP4F22,16.58265869,0.999988109
AC093072.1,-2.84E-12,0.999988109
CYP4F8,-2.84E-12,0.999988109
CYP4F3,-2.84E-12,0.999988109
CYP4F12,15.86279695,0.999988109
OR10H2,-2.84E-12,0.999988109
OR10H3,-2.84E-12,0.999988109
AC004597.1,-2.84E-12,0.999988109
OR10H1,-5.79923436,0.632483887
LINC01764,-2.84E-12,0.999988109
UCA1,-2.84E-12,0.999988109
CYP4F2,-2.84E-12,0.999988109
CYP4F11,-2.84E-12,0.999988109
OR10H4,-2.84E-12,0.999988109
LINC01855,-2.84E-12,0.999988109
TPM4,0.038063029,0.999988109
AC008894.1,-2.84E-12,0.999988109
RAB8A,0.276226052,0.069367954
AC008894.2,1.584347752,0.981808423
HSH2D,0.079215386,0.999988109
CIB3,-2.84E-12,0.999988109
FAM32A,0.037737422,0.999988109
AP1M1,0.058398316,0.999988109
KLF2,-0.068462237,0.999988109
AC020917.3,-2.84E-12,0.999988109
EPS15L1,0.092940035,0.999988109
AC020917.2,-2.84E-12,0.999988109
CALR3,-2.84E-12,0.999988109
AC008764.1,-2.84E-12,0.999988109
C19orf44,0.497830532,0.999988109
CHERP,0.101692249,0.999988109
AC008764.6,-2.179085568,0.999988109
SLC35E1,-0.303422854,0.392092872
AC008764.3,-2.84E-12,0.999988109
AC008764.5,-2.84E-12,0.999988109
AC008764.8,-0.861713337,0.89517499
MED26,-0.591211179,0.369277621
AC008764.4,16.26352562,0.999988109
AC024075.3,-2.84E-12,0.999988109
SMIM7,0.167040005,0.999988109
TMEM38A,-3.559493785,0.313827264
NWD1,-2.84E-12,0.999988109
SIN3B,0.13236861,0.999988109
F2RL3,-2.84E-12,0.999988109
CPAMD8,-2.84E-12,0.999988109
AC020908.2,-2.84E-12,0.999988109
HAUS8,0.130918278,0.999988109
AC020908.1,-2.84E-12,0.999988109
MYO9B,0.311951723,0.392092872
AC020908.3,-2.84E-12,0.999988109
AC020913.1,-2.84E-12,0.999988109
AC020913.3,-2.84E-12,0.999988109
AC020913.2,-2.84E-12,0.999988109
USE1,-0.198212149,0.268429413
OCEL1,-0.75641684,0.90189386
NR2F6,0.476418067,0.058948247
AC010646.1,-2.84E-12,0.999988109
USHBP1,-2.539777888,0.54402562
BABAM1,-0.247827143,0.59922438
AC010463.1,-2.84E-12,0.999988109
ANKLE1,1.666084438,0.095103233
ABHD8,-0.28349041,0.999988109
MRPL34,0.206770689,0.188305256
DDA1,0.218765359,0.098670246
ANO8,-1.549840419,0.66072926
GTPBP3,0.536039265,0.091276507
PLVAP,-2.84E-12,0.999988109
AC010463.2,-2.84E-12,0.999988109
CCDC194,-2.84E-12,0.999988109
BST2,0.337726418,0.178814427
BISPR,0.843922618,0.762882833
MVB12A,0.381624766,0.603262635
AC010319.4,-3.114001762,0.820955973
AC010319.3,17.00518989,0.999988109
TMEM221,-2.84E-12,0.999988109
AC010319.2,-2.84E-12,0.999988109
AC010319.5,-2.84E-12,0.999988109
NXNL1,-2.84E-12,0.999988109
SLC27A1,-2.157564318,0.434238285
AC010618.3,-0.382810688,0.999988109
PGLS,0.273973047,0.345573863
AC010618.2,-2.84E-12,0.999988109
FAM129C,-2.84E-12,0.999988109
COLGALT1,0.439550937,0.031119155
UNC13A,-4.025512515,0.792114596
AC008761.2,-2.84E-12,0.999988109
MAP1S,-0.096831331,0.999988109
AC008761.1,-3.459535809,0.300034976
FCHO1,0.449549685,0.317586315
B3GNT3,-2.84E-12,0.999988109
INSL3,1.851603634,0.688619678
JAK3,0.472560815,0.112454587
RPL18A,-0.028726246,0.242984474
SLC5A5,0.693277061,0.999988109
CCDC124,0.029245094,0.999988109
ARRDC2,-0.531526849,0.068385968
IL12RB1,-0.33701056,0.999988109
MAST3,-0.453044197,0.207094937
AC007192.2,15.86279539,0.999988109
PIK3R2,-0.234167862,0.999988109
AC007192.1,-2.84E-12,0.999988109
IFI30,-1.12499977,0.999988109
MPV17L2,0.163444781,0.999988109
AC005759.1,-2.84E-12,0.999988109
AC008397.2,-2.84E-12,0.999988109
PDE4C,-2.84E-12,0.999988109
AC008397.1,-2.84E-12,0.999988109
JUND,-0.271513045,2.51E-06
LSM4,0.030073281,0.999988109
GDF15,-2.84E-12,0.999988109
LRRC25,-2.84E-12,0.999988109
SSBP4,0.53778542,0.002913805
ISYNA1,-0.205368993,0.999988109
AC010335.1,-2.84E-12,0.999988109
ELL,-0.344029561,0.452937654
AC005387.1,-2.84E-12,0.999988109
FKBP8,0.638700526,4.72E-06
AC005387.2,-2.84E-12,0.999988109
KXD1,0.283657178,0.078398483
AC005253.1,-0.430167024,0.999988109
UBA52,-0.079144787,9.83E-05
CRLF1,-1.535625406,0.999988109
REX1BD,0.345695623,0.11533619
TMEM59L,16.58260874,0.999988109
KLHL26,-0.226703673,0.999988109
CRTC1,-0.666076198,0.076696233
COMP,-2.84E-12,0.999988109
UPF1,-0.169073944,0.667885047
GDF1,-2.84E-12,0.999988109
CERS1,-2.84E-12,0.999988109
AC005197.1,-2.84E-12,0.999988109
COPE,0.22378054,0.001054285
AC002985.1,0.13369212,0.999988109
DDX49,0.307308899,0.015637241
HOMER3,-1.236096841,0.999988109
HOMER3-AS1,15.86281473,0.999988109
SUGP2,0.058228995,0.999988109
ARMC6,0.046882444,0.999988109
SLC25A42,1.346490508,0.999988109
TMEM161A,-0.085445129,0.999988109
BORCS8-MEF2B,0.452345075,0.999988109
MEF2B,-1.061042878,0.999988109
BORCS8,-0.195474385,0.984376993
RFXANK,-0.00133004,0.999988109
NR2C2AP,-0.055306476,0.999988109
NCAN,-2.84E-12,0.999988109
HAPLN4,-2.84E-12,0.999988109
TM6SF2,-2.84E-12,0.999988109
SUGP1,0.324954761,0.597276699
MAU2,0.159577549,0.999988109
GATAD2A,-0.010103837,0.999988109
AC092067.1,-2.84E-12,0.999988109
NDUFA13,-0.488405344,1.45E-25
AC011448.1,-2.808129224,0.071563166
YJEFN3,0.444960967,0.999988109
CILP2,-1.387129581,0.939250264
PBX4,0.087056967,0.999988109
AC002306.1,-1.332624733,0.242749116
LPAR2,-0.459265125,0.077421064
GMIP,0.04944262,0.999988109
ATP13A1,0.228600118,0.683608918
ZNF101,-0.140252816,0.999988109
ZNF14,-0.094146011,0.999988109
LINC00663,-2.306089789,0.210513402
AC011477.4,-2.84E-12,0.999988109
ZNF506,-0.148990727,0.999988109
ZNF253,-0.172278916,0.999988109
AC011477.3,-2.84E-12,0.999988109
ZNF93,0.762725197,0.999988109
ZNF682,-0.418222371,0.999988109
ZNF90,-1.776348234,5.75E-07
AC011447.3,-0.974955851,0.999988109
ZNF486,-0.274421967,0.999988109
AC008554.1,-2.84E-12,0.999988109
ZNF737,-0.655461408,0.672873673
AC010636.2,-2.84E-12,0.999988109
AC010636.1,-2.84E-12,0.999988109
ZNF626,-0.931767508,0.212860336
AC010329.1,15.86284059,0.999988109
ZNF66,-0.020349095,0.999988109
ZNF85,-0.785412555,0.999988109
AC008739.1,-2.84E-12,0.999988109
ZNF430,-0.234767366,0.999988109
ZNF714,1.745286578,0.783038919
ZNF431,-0.262836048,0.999988109
ZNF708,0.712595616,0.306527969
ZNF738,-0.548447918,0.94868321
ZNF493,-0.182103852,0.999988109
AC010615.4,-2.84E-12,0.999988109
LINC00664,-2.84E-12,0.999988109
ZNF429,-0.033989581,0.999988109
AC123912.1,15.86283155,0.999988109
AC123912.4,-2.84E-12,0.999988109
AC123912.2,-2.84E-12,0.999988109
ZNF100,-0.670370773,0.450547972
AC092364.1,-2.84E-12,0.999988109
ZNF43,-0.539892906,0.999988109
ZNF208,-1.937838049,0.066202968
AC003973.2,-2.84E-12,0.999988109
AC003973.1,-2.84E-12,0.999988109
ZNF257,-0.523852286,0.999988109
ZNF676,-2.84E-12,0.999988109
AC073539.1,-2.84E-12,0.999988109
AC073539.3,-2.84E-12,0.999988109
ZNF729,-2.84E-12,0.999988109
ZNF98,-2.84E-12,0.999988109
AC011516.1,-2.84E-12,0.999988109
AC025811.1,-2.84E-12,0.999988109
LINC01233,-2.84E-12,0.999988109
LINC01785,-2.84E-12,0.999988109
ZNF492,-4.377691358,0.267748027
AC024563.1,-2.84E-12,0.999988109
ZNF99,-2.84E-12,0.999988109
ZNF723,-8.935085002,0.058694477
AC022145.1,-2.84E-12,0.999988109
ZNF728,-2.84E-12,0.999988109
LINC01859,-2.84E-12,0.999988109
LINC01858,-2.84E-12,0.999988109
AC074135.2,-2.84E-12,0.999988109
AC074135.1,-2.84E-12,0.999988109
ZNF730,-2.84E-12,0.999988109
ZNF724,-0.306819899,0.999988109
AC092329.3,-0.416372633,0.999988109
AC092329.1,-1.097735459,0.999988109
ZNF91,-0.005172798,0.999988109
AC010300.1,-2.84E-12,0.999988109
LINC01224,-2.84E-12,0.999988109
ZNF675,0.173900977,0.999988109
ZNF681,1.251924241,0.999988109
AC139769.2,-2.84E-12,0.999988109
AC011503.1,-2.84E-12,0.999988109
ZNF254,0.151142268,0.999988109
AC092279.1,1.465921509,0.999988109
AC073534.2,-2.84E-12,0.999988109
ERVK-28,-2.84E-12,0.999988109
LINC00662,-0.585269054,0.414360104
AC006504.5,0.633599305,0.804203886
AC006504.2,-2.84E-12,0.999988109
AC010511.1,-2.84E-12,0.999988109
AC020905.1,-2.84E-12,0.999988109
AC005580.1,-2.84E-12,0.999988109
AC093074.1,-2.84E-12,0.999988109
AC005307.1,-2.84E-12,0.999988109
AC005381.1,-2.84E-12,0.999988109
AC005394.1,-2.84E-12,0.999988109
